file_id	id	entity	start_offset	end_offset	note	CUI	CODE	sentence	STR	type	part	SAB
S0034-70942014000500343	T23	asma bronquial	1001	1015	C0004096	C0004096	J45	Este estudio aleatorizado, controlado y doble ciego fue llevado a cabo en un hospital terciario entre marzo y junio de 2010. Sesenta pacientes programados para someterse a la septorrinoplastia fueron aleatoriamente divididos en 2 grupos. El historial de alergia a los medicamentos usados en el estudio, isquemia cardíaca, bloqueo cardíaco, asma bronquial, insuficiencia hepática o renal, obesidad e historial de uso crónico de analgésicos o ß-bloqueantes, fueron los criterios de exclusión del estudio. Treinta pacientes recibieron esmolol y remifentanilo (grupo esmolol) y 30 pacientes recibieron suero fisiológico y remifentanilo (grupo control), vía perfusión intravenosa durante el procedimiento. La presión arterial media, frecuencia cardíaca y valores del índice biespectral fueron registrados cada 10 min. Se registraron el consumo total de remifentanilo, puntuaciones de la escala visual analógica, tiempo para la primera analgesia y el consumo total de morfina en el postoperatorio.	Asma	abstracts	dev	ICD10CM_WIKI
S0034-70942014000500343	T26	obesidad	1049	1057	C0028754	C0028754	E66.9	Este estudio aleatorizado, controlado y doble ciego fue llevado a cabo en un hospital terciario entre marzo y junio de 2010. Sesenta pacientes programados para someterse a la septorrinoplastia fueron aleatoriamente divididos en 2 grupos. El historial de alergia a los medicamentos usados en el estudio, isquemia cardíaca, bloqueo cardíaco, asma bronquial, insuficiencia hepática o renal, obesidad e historial de uso crónico de analgésicos o ß-bloqueantes, fueron los criterios de exclusión del estudio. Treinta pacientes recibieron esmolol y remifentanilo (grupo esmolol) y 30 pacientes recibieron suero fisiológico y remifentanilo (grupo control), vía perfusión intravenosa durante el procedimiento. La presión arterial media, frecuencia cardíaca y valores del índice biespectral fueron registrados cada 10 min. Se registraron el consumo total de remifentanilo, puntuaciones de la escala visual analógica, tiempo para la primera analgesia y el consumo total de morfina en el postoperatorio.	Obesidad, no especificada	abstracts	dev	ICD10CM_WIKI
S0034-70942015000200130	T6	fumadores	483	492	C0337664	C0337664	F17.200	Se trata de un ensayo clínico aleatorizado, en el cual 40 individuos con IMC entre 40 y 55 kg/m2, edad entre 25 y 55 años, no fumadores, sometidos a cirugía bariátrica del tipo derivación gástrica en Y de Roux por laparotomía y con prueba de función pulmonar preoperatoria dentro de la normalidad fueron aleatorizados en los siguientes grupos: G-pre (n = 10): individuos que recibieron tratamiento con presión positiva no invasiva antes de la cirugía durante una hora; G-intra (n = 10): individuos que recibieron PEEP de 10 cm H2O durante todo el procedimiento quirúrgico y G-control (n = 20): no recibieron ningún tipo de intervención pre- o intraoperatoria. Fueron anotados los siguientes tiempos: tiempo trascurrido entre la inducción anestésica y la extubación, entre el fin de la anestesia y la extubación, tiempo de ventilación mecánica, y tiempo entre la extubación y el alta de la sala de recuperación postanestésica.	Dependencia de nicotina no especificada, sin complicaciones	abstracts	dev	SNOMEDCT2ICD10_SPA
S0034-74932001000200005	T7	sangramiento	359	371	C0019080	C0019080	R58	Se realizó un estudio no observacional, de tipo ensayo clínico terapéutico, comparativo, prospectivo y aleatorizado a 60 pacientes a quienes se les realizó cirugía torácica electiva, con el objetivo de evaluar la eficacia del ácido épsilon aminocaproico (AEAC) en cuanto a la disminución del sangramiento posoperatorio y las transfusiones homólogas en este período, así como describir sus posibles reacciones indeseables.	Hemorragia, no clasificada bajo otro concepto	abstracts	dev	ICD10_WIKI
S0034-75312010000100001	T4	artritis idiopática juvenil	73	100	C3495559	C3495559	M08.80	Interferón gamma recombinante como alternativa terapéutica en niños con artritis idiopática juvenil	Otras artritis juveniles, localización no especificada	abstracts	dev	SNOMEDCT2ICD10_SPA
S0034-75312010000100001	T6	artritis idiopática juvenil	120	147	C3495559	C3495559	M08.80	La artritis idiopática juvenil (AIJ) es una enfermedad del colágeno caracterizada por sinovitis crónica y síntomas extraarticulares, de inicio antes de los 16 años de edad. El interferón gamma (INFγ) mostró eficacia en un ensayo anterior con pacientes resistentes o intolerantes a las otras terapias disponibles, por lo que se decidió evaluar su eficacia y seguridad como medicamento modificador de la evolución de esta enfermedad.	Otras artritis juveniles, localización no especificada	abstracts	dev	SNOMEDCT2ICD10_SPA
S0034-75312010000100001	T7	AIJ	149	152	C1384600	C1384600	M08.2	La artritis idiopática juvenil (AIJ) es una enfermedad del colágeno caracterizada por sinovitis crónica y síntomas extraarticulares, de inicio antes de los 16 años de edad. El interferón gamma (INFγ) mostró eficacia en un ensayo anterior con pacientes resistentes o intolerantes a las otras terapias disponibles, por lo que se decidió evaluar su eficacia y seguridad como medicamento modificador de la evolución de esta enfermedad.	Artritis reumatoide juvenil de comienzo sistémico	abstracts	dev	ICD10CM_WIKI
S0034-75312010000100001	T8	enfermedad del colágeno	161	184	C0009326	C0009326	M35.9	La artritis idiopática juvenil (AIJ) es una enfermedad del colágeno caracterizada por sinovitis crónica y síntomas extraarticulares, de inicio antes de los 16 años de edad. El interferón gamma (INFγ) mostró eficacia en un ensayo anterior con pacientes resistentes o intolerantes a las otras terapias disponibles, por lo que se decidió evaluar su eficacia y seguridad como medicamento modificador de la evolución de esta enfermedad.	Afectación sistémica de tejido conectivo, no especificada	abstracts	dev	SNOMEDCT2ICD10_SPA
S0034-75312010000100001	T9	sinovitis crónica	203	220	C0877521	C0877521	M70.049	La artritis idiopática juvenil (AIJ) es una enfermedad del colágeno caracterizada por sinovitis crónica y síntomas extraarticulares, de inicio antes de los 16 años de edad. El interferón gamma (INFγ) mostró eficacia en un ensayo anterior con pacientes resistentes o intolerantes a las otras terapias disponibles, por lo que se decidió evaluar su eficacia y seguridad como medicamento modificador de la evolución de esta enfermedad.	Sinovitis crepitante (aguda) (crónica), mano no especificada	abstracts	dev	SNOMEDCT2ICD10_SPA
S0034-75312010000100001	T22	AIJ	768	771	C1384600	C1384600	M08.2	Se realizó un ensayo clínico abierto, no controlado, en el que se administró INFγ por vía intramuscular en dosis de 50 000 UI/kg (hasta 1 x 106 UI) durante 2 años. En el ensayo se incluyeron 20 pacientes con AIJ: 5 tenían la forma pauciarticular; 9, la poliarticular y 6, la sistémica.	Artritis reumatoide juvenil de comienzo sistémico	abstracts	dev	ICD10CM_WIKI
S0034-75312010000100001	T36	AIJ	1495	1498	C1384600	C1384600	M08.2	El INFγ disminuye la expresión de la quimiocina CCR-4 en los niños, pero no en los adultos con la enfermedad. Es posible concluir que esta citocina puede ser una alternativa terapéutica eficaz en pacientes con AIJ; para confirmarlo se necesitan estudios controlados más extensos.	Artritis reumatoide juvenil de comienzo sistémico	abstracts	dev	ICD10CM_WIKI
S0036-36342005000100007	T6	cáncer cervicouterino	81	102	C0302592	C0302592	B20	Detección y seguimiento con inspección visual del cérvix para la prevención del cáncer cervicouterino en las zonas rurales de México	Enfermedad por virus de la inmunodeficiencia humana [VIH]	abstracts	dev	SNOMEDCT2ICD10_SPA
S0066-782X2010001600011	T3	insuficiencia cardíaca	86	108	C0018801	C0018801	I50.9	Efectos agudos de levosimendana y dobutamina en la duración del QRS en pacientes con insuficiencia cardíaca	Insuficiencia cardiaca, no especificada	abstracts	dev	ICD10CM_WIKI
S0066-782X2010001600011	T9	arritmias	300	309	C0003811	C0003811	I45.9	FUNDAMENTO: La levosimendana es un nuevo agente inotrópico que aumenta la contractibilidad cardíaca sin aumentar la captación celular de calcio, de forma de no causar sobrecarga de calcio y arritmias relacionadas. En pacientes con insuficiencia cardíaca (IC), la duración prolongada del QRS está asociada a un aumento en el riesgo de mortalidad y muerte súbita cardíaca. Cambios estructurales en el ventrículo izquierdo pueden llevar a la contracción asíncrona, causando atraso de conducción y un QRS prolongado en el ECG de superficie.	Trastorno de conducción, no especificado	abstracts	dev	SNOMEDCT2ICD10_SPA
S0066-782X2010001600011	T10	insuficiencia cardíaca	341	363	C0018801	C0018801	I50.9	FUNDAMENTO: La levosimendana es un nuevo agente inotrópico que aumenta la contractibilidad cardíaca sin aumentar la captación celular de calcio, de forma de no causar sobrecarga de calcio y arritmias relacionadas. En pacientes con insuficiencia cardíaca (IC), la duración prolongada del QRS está asociada a un aumento en el riesgo de mortalidad y muerte súbita cardíaca. Cambios estructurales en el ventrículo izquierdo pueden llevar a la contracción asíncrona, causando atraso de conducción y un QRS prolongado en el ECG de superficie.	Insuficiencia cardiaca, no especificada	abstracts	dev	ICD10CM_WIKI
S0066-782X2010001600011	T13	muerte súbita cardíaca	457	479	C0085298	C0085298	I49.9	FUNDAMENTO: La levosimendana es un nuevo agente inotrópico que aumenta la contractibilidad cardíaca sin aumentar la captación celular de calcio, de forma de no causar sobrecarga de calcio y arritmias relacionadas. En pacientes con insuficiencia cardíaca (IC), la duración prolongada del QRS está asociada a un aumento en el riesgo de mortalidad y muerte súbita cardíaca. Cambios estructurales en el ventrículo izquierdo pueden llevar a la contracción asíncrona, causando atraso de conducción y un QRS prolongado en el ECG de superficie.	Arritmia cardiaca, no especificada	abstracts	dev	SNOMEDCT2ICD10_SPA
S0066-782X2010001600013	T5	fibrilación atrial	90	108	C0004238	C0004238	I48	Varfarina o aspirina en la prevención de fenómenos embólicos en la valvopatía mitral con fibrilación atrial	Fibrilación y flutter auricular	abstracts	dev	ICD10CM_WIKI
S0066-782X2010001600013	T6	fibrilación atrial	125	143	C0004238	C0004238	I48	FUNDAMENTO: La fibrilación atrial (FA) asociada a la enfermedad valvar mitral reumática (DVMR) aumenta la incidencia de tromboembolismo (TE), siendo la Varfarina la medicación estándar, a pesar de las dificultades en la adhesión y en el control terapéutico.	Fibrilación y flutter auricular	abstracts	dev	ICD10CM_WIKI
S0066-782X2010001600013	T12	tromboembolismo	230	245	C0040038	C0040038	I74.9	FUNDAMENTO: La fibrilación atrial (FA) asociada a la enfermedad valvar mitral reumática (DVMR) aumenta la incidencia de tromboembolismo (TE), siendo la Varfarina la medicación estándar, a pesar de las dificultades en la adhesión y en el control terapéutico.	Embolia y trombosis de arteria no especificada	abstracts	dev	SNOMEDCT2ICD10_SPA
S0066-782X2010001600013	T19	FA	544	546	C0004238	C0004238	I48	Métodos: Controlamos 229 pacientes (pts), portadores de FA y DVMR, en estudio prospectivo y randomizado. 110 pts recibieron Aspirina 200 mg/día, componiendo el Grupo A (GA), y 119, la Varfarina, en dosis ajustables individualmente, componiendo el Grupo V (GV).	Fibrilación y flutter auricular	abstracts	dev	ICD10CM_WIKI
S0066-782X2010001600013	T29	sangrados	1061	1070	C0019080	C0019080	R58	RESULTADOS: Ocurrieron 15 eventos embólicos en el GA y 24 en el GV (p = 0,187), de los cuales 21 con el INR menor que 2,0. Así, excluyendo los pacientes con INR inadecuado, hubo mayor número de eventos embólicos en el GA (15 vs. 3) (p < 0,0061). Hubo menor adhesión al tratamiento en el GV (p = 0,001). No hubo sangrados mayores en ambos grupos. Pequeños sangrados fueron más frecuentes en el GV (p < 0,01). El nivel sérico de colesterol y triglicéridos aumentados constituyó factor de riesgo para mayor número de eventos tromboembólicos en la población estudiada, no habiendo diferencia entre los grupos.	Hemorragia, no clasificada bajo otro concepto	abstracts	dev	ICD10_WIKI
S0066-782X2010001600013	T30	sangrados	1105	1114	C0019080	C0019080	R58	RESULTADOS: Ocurrieron 15 eventos embólicos en el GA y 24 en el GV (p = 0,187), de los cuales 21 con el INR menor que 2,0. Así, excluyendo los pacientes con INR inadecuado, hubo mayor número de eventos embólicos en el GA (15 vs. 3) (p < 0,0061). Hubo menor adhesión al tratamiento en el GV (p = 0,001). No hubo sangrados mayores en ambos grupos. Pequeños sangrados fueron más frecuentes en el GV (p < 0,01). El nivel sérico de colesterol y triglicéridos aumentados constituyó factor de riesgo para mayor número de eventos tromboembólicos en la población estudiada, no habiendo diferencia entre los grupos.	Hemorragia, no clasificada bajo otro concepto	abstracts	dev	ICD10_WIKI
S0066-782X2010001600013	T37	embolia	1414	1421	C0013922, C1704212	C0013922	I74.9	CONCLUSIÓN: En la DVMR con FA hace menos de un año y sin embolia previa, la Aspirina es una opción poco eficaz en la prevención del TE. En los portadores de valvopatía mitral con menor riesgo (insuficiencia mitral y prótesis biológica mitral), sobre todo se hubiese contraindicación o baja adherencia a la Varfarina, la Aspirina puede tener algún beneficio en la prevención del TE.	Embolia y trombosis de arteria no especificada	abstracts	dev	SNOMEDCT2ICD10_SPA
S0066-782X2010001600013	T42	insuficiencia mitral	1550	1570	C0026266	C0026266	I34.0	CONCLUSIÓN: En la DVMR con FA hace menos de un año y sin embolia previa, la Aspirina es una opción poco eficaz en la prevención del TE. En los portadores de valvopatía mitral con menor riesgo (insuficiencia mitral y prótesis biológica mitral), sobre todo se hubiese contraindicación o baja adherencia a la Varfarina, la Aspirina puede tener algún beneficio en la prevención del TE.	Insuficiencia (de la válvula) mitral no reumática	abstracts	dev	SNOMEDCT2ICD10_SPA
S0066-782X2010001600013	T49	FA	145	147	C0004238	C0004238	I48	FUNDAMENTO: La fibrilación atrial (FA) asociada a la enfermedad valvar mitral reumática (DVMR) aumenta la incidencia de tromboembolismo (TE), siendo la Varfarina la medicación estándar, a pesar de las dificultades en la adhesión y en el control terapéutico.	Fibrilación y flutter auricular	abstracts	dev	ICD10CM_WIKI
S0066-782X2010001600013	T50	FA	476	478	C0004238	C0004238	I48	OBJETIVO: Comparar la eficacia de la Aspirina contra la Varfarina en la prevención del TE en pacientes con FA y DVMR.	Fibrilación y flutter auricular	abstracts	dev	ICD10CM_WIKI
